title;description;rating;genre;duration;url
Devilman - The Demon Bird;Después de que Akira se transformara en Devilman, un demonio muy poderoso de nombre Sirene quiere tomar venganza por esto. ¿Akira tendrá lo necesario para enfrentarse a sus demonios internos y lograr sobrevivir a esta dura batalla por la humanidad?;NC-17;Anime;57 min;https://pluto.tv/latam/on-demand/movies/64d4f19c445a8a0013e8c60f/details
Inuyasha, Swords of an Honorble ruler;En el actual Tokio, la familia de Kagome envía una espada al almacén. Resulta ser So'unga, rompe el hechizo de setecientos años del espíritu de la vaina, Saya. Cuando Inuyasha toca la espada, la posee y la trae de vuelta al pasado.;TV-Y7;Anime;1hr 39 min;https://pluto.tv/latam/on-demand/movies/6099600941fc480013270ed4/details
Naruto Shippuden the Movie: The Lost Tower;El ninja perverso Mukade está a punto de ser atrapado por Naruto, cuando invoca el poder de un antiguo canal subterráneo de chakra. Naruto queda atrapado en el chakra y es enviado al pasado.;TV-14;Anime;1hr 25 min;https://pluto.tv/latam/on-demand/movies/6516db36727df0001a01a1d1/details
Road to Ninja - Naruto the Movie;Naruto y sus amigos logran ahuyentar a los malvados Akatsuki, que misteriosamente han regresado de entre los muertos, pero luego, ¡una extraña figura enmascarada aparece ante él!;TV-14;Anime;1hr 50 min;https://pluto.tv/latam/on-demand/movies/6516dc9ee2a2d8001a8cea9f/details
Inuyasha, Fire in the Mystic Island;En la Isla Horai, una mujer que se parece a Kikyō, deja caer una esfera verde al Caldero de Resonancia. Libera a los cuatro dioses de la guerra y las cicatrices aparecen en el resto de los niños medio demonio.;TV-Y7;Anime;1hr 28 min;https://pluto.tv/latam/on-demand/movies/6099600b41fc480013270f06/details
Santa Company - The secret of Xmas;"Como aprendiz de la Compañía Santa, Noel White se prepara para su prueba para convertirse en un Tonttu oficial, ""Encontrar lo más importante para un Santa Claus"". Noel y sus amigos se embarcan en una aventura, pero ¿encontrará la respuesta a su encargo?";G;Anime;1hr 6 min;https://pluto.tv/latam/on-demand/movies/64cd3ad3445a8a0013c95770/details
Ghost in the Shel: La Segunda Misión - Individuo 11;Es el año 2030. Un grupo de refugiados se ha convertido sin esfuerzo en una organización terrorista conocida como los Once Individuales. Al llevar a cabo un sádico intento de destrucción masiva, ¿saldrán victoriosos o probarán la amargura de la derrota?;PG;Anime;2hr 41 min;https://pluto.tv/latam/on-demand/movies/602d2896ffe774001ad3616e/details
Naruto Shippuden the Movie: Will of Fire;Cuatro shinobi con Kekkei Genkai que han estado protegiendo la Nube, la Roca, la Neblina y la Arena desaparecen sin dejar rastro. Al mismo tiempo, Naruto descubre que Kakashi se ha ido de la aldea.;TV-14;Anime;1hr 36 min;https://pluto.tv/latam/on-demand/movies/6515bdba91ee7c001a2084dc/details
Naruto Shippuden the Movie: Blood Prison;¡Comienza la batalla de Naruto para reclamar su honor! Naruto es condenado por un delito grave que no cometió y es enviado a una prisión ineludible, el Castillo Hozuki.;TV-14;Anime;1hr 42 min;https://pluto.tv/latam/on-demand/movies/6515c7953e6938001a3d951d/details
Naruto Shippuden: The Movie;Hace mucho tiempo, un espíritu poderoso llevó al mundo al borde de la destrucción. La última misión de Naruto es proteger a Shion, una sacerdotisa de la Tierra de los Ogros, a quien persigue un espíritu.;TV-14;Anime;1hr 35 min;https://pluto.tv/latam/on-demand/movies/6515d2d44827fc001aac7265/details
Inuyasha The Movie: Affections touching across time;El padre de Inuyasha derrotó a una poderosa polilla yōkai china llamada Hyōga, hace quinientos años. El fragmento de Joya Shikon revive a su hijo, Menōmaru, y a sus fieles sirvientes, Ruri y Hari (que planean vengar a su familia).;TV-Y7;Anime;1hr 40 min;https://pluto.tv/latam/on-demand/movies/6099600641fc480013270e6c/details
Naruto Shippuden the Movie: Bonds;Misteriosos ninja voladores han lanzado un ataque repentino contra la Hoja, dejando tras de sí una estela de destrucción. Para salvar su aldea, Naruto y sus amigos se propusieron detener esta nueva amenaza.;TV-14;Anime;1hr 33 min;https://pluto.tv/latam/on-demand/movies/6515cd3a619680001a502d19/details
The Last: Naruto the Movie;¡La luna se acerca peligrosamente! Naruto, Sakura, Shikamaru, Sai y Hinata, se disponen a investigar y se encuentran con un plan determinado y su increíble mente maestra al acecho.;TV-14;Anime;1hr 52 min;https://pluto.tv/latam/on-demand/movies/6515bdc591ee7c001a208768/details
Bayonetta: Destino Sangriento;"Esta es la historia de la bruja Bayonetta, mientras derrota a los ángeles y trata de recordar su pasado. Con ella está una niña que la llama ""mamá"", un periodista que guarda un rencor personal contra ella y una misteriosa mujer de pelo blanco.";TV-14;Anime;1hr 30 min;https://pluto.tv/latam/on-demand/movies/5fa3f2a83650d7001b3f16ba/details
Naruto the Movie: Ninja Clash in the Land of Snow;"Naruto y su equipo tienen la misión de vigilar a Yukie Fujikaze, una popular actriz que protagoniza la exitosa película ""Las aventuras de la princesa Gale"".";TV-14;Anime;1hr 22 min;https://pluto.tv/latam/on-demand/movies/6515cd4f619680001a502f59/details
Naruto the Movie: Guardians of the Crescent Moon Kingdom;Naruto, Sakura y Kakashi se unen a Rock Lee para proteger al príncipe Michiru y a su hijo Hikaru en su regreso a casa en el Reino de la Luna Creciente.;TV-14;Anime;1hr 35 min;https://pluto.tv/latam/on-demand/movies/6515d00a2a6001001a0d4f9a/details
Naruto the Movie: Legend of the Stone of Gelel;Naruto, Shikamaru y Sakura se ven envueltos en una feroz lucha por un tesoro que alberga un poder legendario: la Piedra de Gelel.;TV-14;Anime;1hr 36 min;https://pluto.tv/latam/on-demand/movies/6515c7923e6938001a3d9408/details
Devilman - The Birth;La vida de Akira Fudo cambia cuando se reencuentra con su viejo amigo Ryo Asuka, descubren la existencia de demonios y como podría ser el fin de la humanidad. Usan conocimientos de estos seres para llamar al salvador de la humanidad... Devilman.;NC-17;Anime;51 min;https://pluto.tv/latam/on-demand/movies/64d4eec9c94b150013096f29/details
Inuyasha, The Castle beyond the looking Glass;"Después de que los héroes aparentemente derrotan a Naraku; Inuyasha, Kagome y Shippo están separados de Miroku y Sango. Kagura y Kanna se encuentran con Kaguya, la Princesa de los Cielos, sellada en un espejo.";TV-Y7;Anime;1hr 39 min;https://pluto.tv/latam/on-demand/movies/6099600841fc480013270ea2/details
El Mundo según Wayne 2;Los dos roqueros favoritos de Aurora, Illinois, están de vuelta en esta secuela de la comedia de 1992, El mundo de Wayne.;PG-13;Comedy;1hr 34 min;https://pluto.tv/latam/on-demand/movies/5e5ebb3867bbf8001aab528b/details
Ringu 0 : El Círculo Cero;Treinta años antes del primer Ring, la adolescente Sadako es el miembro más joven de una compañía de teatro de Tokio.;R;Horror;1hr 38 min;https://pluto.tv/latam/on-demand/movies/5fda40baaabcdd001aaf47f2/details
Inuyasha, Swords of an Honorble ruler;En el actual Tokio, la familia de Kagome envía una espada al almacén. Resulta ser So'unga, rompe el hechizo de setecientos años del espíritu de la vaina, Saya. Cuando Inuyasha toca la espada, la posee y la trae de vuelta al pasado.;TV-Y7;Anime;1hr 39 min;https://pluto.tv/latam/on-demand/movies/6099600941fc480013270ed4/details
Condena Injusta;Marie Schaerer, la hija de un rico comerciante de telas, es acusada de prostitución en vísperas de su matrimonio concertado con el hijo ilegítimo de un duque. Es encarcelada, despojada de su inocencia, azotada en público y desterrada de la ciudad.;TV-MA;Drama;2hr;https://pluto.tv/latam/on-demand/movies/609ae6e550ae750013ec4a5f/details
El Aro 2;La estudiante Mai Takano intenta encontrar la verdad detrás de la misteriosa muerte de su amado Ryuuji.;R;Horror;1hr 35 min;https://pluto.tv/latam/on-demand/movies/602ea313ffe774001ad38d47/details
Hada de los dientes: la última extracción;Corey y su hija, Sally, decidieron irse de vacaciones de verano con sus amigos, Diane, Christy, Toby y Benny. Poco saben, el pasado de Corey lo alcanzará.;Horror;1hr 33 min;No hay deficiencias;https://pluto.tv/latam/on-demand/movies/628cfdea59c4c40013ca1c5f/details
Paladin I: el cazador de dragones;Después de que el padre de Will es asesinado por un dragón, se embarca en un viaje épico para buscar venganza contra el monstruo vicioso.;PG-13;Sci-Fi & Fantasy;1hr 41 min;https://pluto.tv/latam/on-demand/movies/62fe98eb2bc0c7001aab9b60/details
El Mundo Según Wayne;En la tradición de LOS DIEZ MANDAMIENTOS, LAWRENCE DE ARABIA, y GANDHI llega un poema épico lleno de espectáculo y drama.;PG-13;Comedy;1hr 34 min;https://pluto.tv/latam/on-demand/movies/5e5ec2585c7c10001a60ac48/details
The Four 3;Un escuadrón de élite sale a resolver el misterio del emperador Huizong, desaparecido tras un atentado contra su vida.;R;Action & Adventure;1hr 46 min;https://pluto.tv/latam/on-demand/movies/63179ceabc1f1600132f5ec0/details
Inuyasha, Fire in the Mystic Island;En la Isla Horai, una mujer que se parece a Kikyō, deja caer una esfera verde al Caldero de Resonancia. Libera a los cuatro dioses de la guerra y las cicatrices aparecen en el resto de los niños medio demonio.;TV-Y7;Anime;1hr 28 min;https://pluto.tv/latam/on-demand/movies/6099600b41fc480013270f06/details
La venganza de la ramera errante;Ruppertus evitó ser quemado en la hoguera y ahora se hace llamar Janus Suppertur, Gran Inquisidor del Papa. Y todavía está obsesionado con Marie.;TV-MA;Drama;2hr;https://pluto.tv/latam/on-demand/movies/609ae6df50ae750013ec49e7/details
La Invocación;Akane es una maestra que escucha de sus alumnos el rumor de que hay imágenes de alguien suicidándose en Internet. Estas imágenes llevan a quienes también las ven a suicidarse.;R;Horror;1hr 36 min;https://pluto.tv/latam/on-demand/movies/5fda40b5aabcdd001aaf477a/details
Paladin II:  The Crown And The Dragon;Una joven noble debe cumplir con su llamado para convertirse en la nueva paladina, la legendaria mata-dragones.;PG-13;Sci-Fi & Fantasy;1hr 31 min;https://pluto.tv/latam/on-demand/movies/62fe9a5320b977001eedd4a8/details
The Four 2;Cuatro detectives, cada uno con poderes sobrenaturales, dedican sus habilidades únicas y especiales a resolver crímenes y detener a poderosos criminales.;R;Action & Adventure;1hr 57 min;https://pluto.tv/latam/on-demand/movies/63179b88d1f9a40013b92f3d/details
Inuyasha The Movie: Affections touching across time;El padre de Inuyasha derrotó a una poderosa polilla yōkai china llamada Hyōga, hace quinientos años. El fragmento de Joya Shikon revive a su hijo, Menōmaru, y a sus fieles sirvientes, Ruri y Hari (que planean vengar a su familia).;TV-Y7;Anime;1hr 40 min;https://pluto.tv/latam/on-demand/movies/6099600641fc480013270e6c/details
Feroz;Después de descubrir que su hermana mayor fue mordida por un hombre lobo, la adolescente Brigitte se embarca en una misión desesperada para encontrar una manera de revertir el hechizo y salvarla antes de que sea demasiado tarde.;R;Horror;1hr 43 min;https://pluto.tv/latam/on-demand/movies/5e5d09146bcaef001bb16dda/details
Hada de dientes;Los adultos de una pequeña comunidad agrícola se reúnen, comienzan a darse cuenta de que el hada de los dientes malditos, que los traumatizó en su juventud, está suelta de nuevo. ¡Esta vez, viniendo tras sus hijos!;Horror;1hr 25 min;No hay deficiencias;https://pluto.tv/latam/on-demand/movies/60ba3c8b7f92cf001308fe04/details
Hada de dientes: la raiz del mal;20 años después de ser aterrorizada por el Hada de los Dientes, Corey comienza a sospechar que ha regresado para terminar el trabajo.;Horror;1hr 31 min;No hay deficiencias;https://pluto.tv/latam/on-demand/movies/628cfe38e82ff00013737aff/details
War of the Worlds;En esta nueva versión moderna del clásico horror de ciencia ficción de H.G. Wells, la civilización se arruina cuando una súper raza de extraterrestre invade la Tierra.;Action & Adventure;1hr 33 min;No hay deficiencias;https://pluto.tv/latam/on-demand/movies/5dc930f083ada62ccb4e308c/details
El Aro;Tras la muerte de Tomoko Oishi, una pariente reportera, Reiko Asakawa , escucha historias de un video que mata a cualquiera que lo ve una semana después de verlo.;R;Horror;1hr 35 min;https://pluto.tv/latam/on-demand/movies/602ea30fffe774001ad38d0d/details
¿Y dónde está el piloto?;"Considerada ""una de las 10 películas más divertidas de la historia"" por el American Film Institute, ""¿Y dónde está el piloto?"" es una obra maestra de la comedia de disparate.";PG;Comedy;1hr 27 min;https://pluto.tv/latam/on-demand/movies/5ef609dd26f528001384c136/details
La Invocación 2;Pasaron muchos años después de los misteriosos y terribles hechos provocados por una cinta de vídeo maldita, que provocó la muerte de varias personas.;R;Horror;1hr 36 min;https://pluto.tv/latam/on-demand/movies/5fda40b3aabcdd001aaf4740/details
Las Guerras inmortales: Renacimiento;Rebirth tiene lugar durante las primeras etapas brutales de Dominion Industries. En esta historia, Olive y otros desviados se someten a una serie de experimentos mortales dirigidos por Laurie Harvey y su equipo.;TV-14;Sci-Fi & Fantasy;1hr 24 min;https://pluto.tv/latam/on-demand/movies/627c0d6e55812e0013edea13/details
War of the Worlds 2: The Next Wave;Dos años después de la invasión marciana, se dan cuenta de los peores temores de George Herbert: han regresado.;Action & Adventure;1hr 27 min;No hay deficiencias;https://pluto.tv/latam/on-demand/movies/5dc92f1f045f36ab79e54d13/details
3 A.M. 2 : La hora de la muerte;Basado en la creencia de que las 3 am es el momento en que el mundo de los muertos y los vivos chocan, sigue 3 historias de terror:;TV-14;Horror;1hr 44 min;https://pluto.tv/latam/on-demand/movies/602eb8c2f5408c001a4ff233/details
¿Y dónde está el piloto? II;Hay un loco bombardero a bordo, el primer trasbordador a la luna está por auto-destruirse, los motores no están funcionado, y lo peor de todo, la tripulación del vuelo descubre que están ¡completamente locos!;PG;Comedy;1hr 24 min;https://pluto.tv/latam/on-demand/movies/5e5ec24e5c7c10001a60ab5a/details
El legado de la ramera errante;Michel ha sido admitido en la Orden secreta del Dragón del rey Segismundo y Marie se ha convertido en el radiante foco central de la corte. Pero su felicidad se ve amenazada por una intriga sin precedentes.;TV-MA;Drama;2hr 2 min;https://pluto.tv/latam/on-demand/movies/609ae6d550ae750013ec4935/details
Las Guerras Inmortales;"Después de que una guerra catastrófica sume al mundo en el caos, surge una nueva raza de seres con superpoderes conocidos como ""desviados"".";TV-14;War;1hr 32 min;https://pluto.tv/latam/on-demand/movies/627c0d6655812e0013ede8e1/details
3 A.M.;Todas las historias tienen lugar a las 3 am, la hora más aterradora de la noche, ya que es el momento en que los espíritus son libres para vagar libremente.;R;Horror;1hr 36 min;https://pluto.tv/latam/on-demand/movies/5fda4089aabcdd001aaf430e/details
Las guerras inmortales 2: Resurgimiento;La guerra por la libertad acaba de comenzar. Trikalypse une fuerzas con el líder rebelde y un equipo de luchadores por la libertad para acabar con Dominion y exponer su malvada corporación al mundo.;TV-14;War;1hr 52 min;https://pluto.tv/latam/on-demand/movies/627c0d6a55812e0013ede987/details
The Four 1;Un departamento del gobierno conocido como Six Panels nombra a su mejor oficial para infiltrarse en una fuerza especial llamada Divine Constabulary, para asegurarse de detener la circulación de monedas falsas en la capital.;R;Action & Adventure;1hr 58 min;https://pluto.tv/latam/on-demand/movies/63179b83d1f9a40013b92eaa/details
Inuyasha, The Castle beyond the looking Glass;"Después de que los héroes aparentemente derrotan a Naraku; Inuyasha, Kagome y Shippo están separados de Miroku y Sango. Kagura y Kanna se encuentran con Kaguya, la Princesa de los Cielos, sellada en un espejo.";TV-Y7;Anime;1hr 39 min;https://pluto.tv/latam/on-demand/movies/6099600841fc480013270ea2/details
Garfield's Pet Force;No todo está bien en el cosmos cómico. Una demoníaca malvada del cómic está decidida a conquistar Cartoon World y convertir a todos los personajes de cómic en sus esclavos;G;Children & Family;1hr 18 min;https://pluto.tv/latam/on-demand/movies/5f3587e1bbff270013bb0a69/details
Legends of Oz: El regreso de Dorothy;La niña Dorothy es llevada de regreso al mundo mágico de Oz, donde conoce a viejos amigos Tin Man, Scarecrow y Lion, sin embargo pronto descubre que todos los habitantes del reino corren un serio riesgo gracias a los actos del malvado bufón.;TV-PG;Children & Family;1hr 32 min;https://pluto.tv/latam/on-demand/movies/60e4704083c54e001398ab70/details
Arthur y los Minimoys;Una increíble historia familiar acerca de un chico que, tras la desaparición de su abuelo,se dispone a salvar su hogar de una empresa de desarrollos inmobiliarios.Arthur debe seguir las pistas de su abuelo hacia un tesoro y abrir pasadizo el a un mundo.;PG;Children & Family;1hr 43 min;https://pluto.tv/latam/on-demand/movies/6568929912fb5000136ef550/details
The Ten Commandments;En esta adaptación animada de la Biblia, Moisés escucha la voz de Dios desde una zarza ardiente, lo que lo inspira a enfrentarse al faraón de Egipto y exigir la libertad de los esclavos israelitas.;PG;Children & Family;1hr 24 min;https://pluto.tv/latam/on-demand/movies/65089b65f439aa0013645b5c/details
El rey mono;En el mágico mundo de la mitología china, el famoso Rey Mono es expulsado del panteón por los monjes Tang y regresa a la montaña sagrada, donde vivirá una gran aventura para recuperar su lugar.;G;Children & Family;1hr 32 min;https://pluto.tv/latam/on-demand/movies/6474c0d413c2c2001a64a18e/details
Plumíferos - Aventuras Voladoras;Juan es un simple gorrión de ciudad, pero con grandes dotes de vuelo, y que sueña con ser un pájaro exótico.;TV-Y;Children & Family;1hr 23 min;https://pluto.tv/latam/on-demand/movies/6127946c964d2000141b98f2/details
Babar el Rey de los Elefantes;Esta es la historia de Babar y su feliz infancia. Tiene una vida con muchas dificultades y aventuras, hasta convertirse en el gobernante de los elefantes.;G;Children & Family;1hr 19 min;https://pluto.tv/latam/on-demand/movies/5df7b71fe955846fcffcc19a/details
Foodfight!;El malvado Brand X se une a un supermercado que se convierte en ciudad después de la hora de cierre.;TV-PG;Children & Family;1hr 31 min;https://pluto.tv/latam/on-demand/movies/62d7ff2680410e0013d7ee3a/details
Teenage Mutant Ninja Turtles;Después de meterse en un charco de desechos radiactivos, estos reptiles se transforman en el cuarteto de lucha contra el crimen más feroz de Nueva York.;TV-Y;Children & Family;1hr 34 min;https://pluto.tv/latam/on-demand/movies/5fa95ea993fb64001a774c72/details
Fish N Chips: La Película;Esta es la historia del conflicto por el hueso de un pez ancestral que devoró a un gato común.;TV-G;Children & Family;1hr 25 min;https://pluto.tv/latam/on-demand/movies/602ec318558c290014f90a40/details
Sargento Stubby;La verdadera historia de un perro callejero que se une a su nuevo dueño en las batallas de la Primera Guerra Mundial. Por sus valientes acciones, el sargento Stubby todavía es reconocido como el perro más condecorado en la historia de Estados Unidos.;PG;Children & Family;1hr 24 min;https://pluto.tv/latam/on-demand/movies/5f7b8759e4b56900138b7bfa/details
Dinosaurios;Tres niños curiosos activan una máquina del tiempo que los lleva 65 millones de años atrás, a la época de los dinosaurios. El T-Rex los confunde con sus propios críos por lo que los pequeños deben escapar antes de que los verdaderos hijos nazcan.;PG;Children & Family;1hr 25 min;https://pluto.tv/latam/on-demand/movies/5f3fd890ad190c001a52e628/details
Khumba;Khumba es una cebra amigable que solo tiene rayas en la mitad de su cuerpo. Cuando la acusan de ser la responsable de la sequía que azota la tierra, decide buscar el legendario pozo de agua que da todos los latigazos a las cebras.;G;Children & Family;1hr 25 min;https://pluto.tv/latam/on-demand/movies/6500a18688887a00131c437a/details
Izzie's Way Home;Un pez de acuario escapa de un yate a su casa, sin darse cuenta de los peligros que la esperan en el océano abierto. Con la ayuda de otras criaturas marinas, aprende a enfrentar los peligros de las profundidades.;Children & Family;1hr 17 min;No hay deficiencias;https://pluto.tv/latam/on-demand/movies/5e50530b0b9872c74eeaead1/details
Garfield Gets Real;"Sigue a Garfield detrás de escena en Cartoon World, donde se aburre de su vida como estrella del cómic. Pensando que la vida es más verde al otro lado de la realidad, Garfield decide escapar al ""mundo real"".";TV-Y;Children & Family;1hr 18 min;https://pluto.tv/latam/on-demand/movies/5f358844c88558001324ac05/details
Jack y la mecánica del corazón;Edimburgo, año 1874. Jack es un chico no muy normal. Nació en la noche más fría de la historia y como consecuencia tiene el corazón congelado. Sin embargo, para que funcione, Madeleine, la comadrona, le instala un mecanismo especial.;TV-PG;Children & Family;1hr 32 min;https://pluto.tv/latam/on-demand/movies/60e4703d83c54e001398ab36/details
Rápido y peludo;Cuando su familia se va de vacaciones, un perro joven se encuentra en una prisión para perros de la que debe escapar con la ayuda de sus nuevos amigos.;TV-G;Children & Family;1hr 31 min;https://pluto.tv/latam/on-demand/movies/62ffebc8c24630001a8b21b8/details
El Ángel en el Reloj;Una niña enferma desea detener el tiempo. Este deseo la llevará a una aventura de autodescubrimiento y de aprendizaje sobre la vida, la muerte y la relatividad.;G;Children & Family;1hr 30 min;https://pluto.tv/latam/on-demand/movies/6107ef8e94cf330013d2b5f0/details
Franklin y el Caballero Verde;En pleno invierno, una tortuga intrépida se embarca en una búsqueda para traer la primavera a su ciudad natal.;G;Children & Family;1hr 15 min;https://pluto.tv/latam/on-demand/movies/5df7b724e955846fcffcc22e/details
Los Thornberrys;Nigel y Marianne Thornberry realizan documentales de animales. Surcando el mundo en compañía de sus hijas, Eliza y Debbie, y de sus hijo adoptivo, Donnie, se devuelven al Congo para filmar un acontecimiento mágico que no se produce sino cada tres siglos.;PG;Children & Family;1hr 25 min;https://pluto.tv/latam/on-demand/movies/5ebd4d8cd6ea50001a32d80b/details
Jasper: Viaje al fin del mundo;Entre el helado Polo Sur y una ciudad de puerto se desarrolla la aventura de dos pingüinos hermanos, Jasper y Junior, que con la ayuda de Emma, una niña de 9 años, rescatan de las garras del malvado Doctor Block los huevos de un ave rara llamada kakapo.;TV-Y;Children & Family;1hr 24 min;https://pluto.tv/latam/on-demand/movies/5fb6bf27dcedaf00138dc189/details
El increíble zorro;La emocionante historia de Don Diego Vega, un joven aristócrata perezoso de la vieja California, viviendo una vida secreta como el Zorro, el misterioso vengador enmascarado y defensor de los oprimidos;Children & Family;1hr 13 min;No hay deficiencias;https://pluto.tv/latam/on-demand/movies/62503f31228ab000133ac88a/details
Franklin regresa a la escuela especial;Se terminó el verano y Franklin y sus amigos regresan a clases.;G;Children & Family;47 min;https://pluto.tv/latam/on-demand/movies/5e1788fd2db6f44ad610b89c/details
De regreso al fondo del mar;Back to the Bottom of the Sea cuenta la conmovedora historia del viaje a casa de un pez dorado.;TV-G;Children & Family;1hr 37 min;https://pluto.tv/latam/on-demand/movies/5fda40c4aabcdd001aaf4916/details
Las Aventuras de Petey y sus amigos;La base aérea de Desert Sky Air Force recibe instrucciones para llevar a cabo una misión urgente. Petey, un joven avión, hace un aterrizaje en el mismo lugar de la base.;TV-G;Children & Family;1hr 13 min;https://pluto.tv/latam/on-demand/movies/602eb79a1936020013184057/details
Babar, La Película;La historia empieza con un desfile y, después cuando termina, el rey Babar le cuenta a sus hijos cómo fue su primer día como rey.;G;Children & Family;1hr 16 min;https://pluto.tv/latam/on-demand/movies/5df7b722e955846fcffcc1f6/details
Una Aventura en Hielo;Buffet es un pingüino de carácter cuestionable. Recluta a sus amigos Euri, un yak perezoso y amigable, y Luke, un conejo de ritmo rápido y fanático de las artes marciales, para participar en una aventura hacia el Polo Sur.;TV-G;Children & Family;1hr 34 min;https://pluto.tv/latam/on-demand/movies/5fda40beaabcdd001aaf4866/details
Mi nombre es John Lennon;Biopic del artista John Lenon, que traza sus primeros años como músico, pasando por su niñez y pubertad, hasta la conformación de la banda que le dio la fama: Los Beatles.;R;Drama;1hr 37 min;https://pluto.tv/latam/on-demand/movies/5f7b86ace4b56900138b71e0/details
Goodbye, Butterfly;Después del asesinato de su hija, el padre de familia Ryan Olsen se convence de que el bicho raro de la calle es culpable. Pero cuando la policía ignora sus sospechas, Ryan debe decidir hasta dónde está dispuesto a llegar para encontrar la verdad.;TV-14;Drama;1hr 39 min;https://pluto.tv/latam/on-demand/movies/656f340c1311360013afe9b1/details
Artworks;La hija de un jefe de policía, agente de ventas de una empresa de seguridad para el hogar, conoce al propietario de una galería de arte.;R;Drama;1hr 33 min;https://pluto.tv/latam/on-demand/movies/64ecb252e675cb0013549a01/details
Day Zero;El reclutamiento militar está de vuelta, se reclutan tres mejores amigos y se les da 30 días para presentarse al servicio. En ese momento, se ven obligados a confrontar todo lo que creen sobre el coraje, el deber, el amor, la amistad y el honor.;R;Drama;1hr 33 min;https://pluto.tv/latam/on-demand/movies/602436418d35a80013ee1ce5/details
30 y viviendo en casa;Un perdedor de treinta años encuentra su verdadero destino al tiempo que ayuda a su hermano a vigilar a su esposa –quien posiblemente lo engaña- en esta nada convencional comedia acerca del destino y la familia.;R;Drama;1hr 23 min;https://pluto.tv/latam/on-demand/movies/62f523ea6df8ae001a027dda/details
Condena Injusta;Marie Schaerer, la hija de un rico comerciante de telas, es acusada de prostitución en vísperas de su matrimonio concertado con el hijo ilegítimo de un duque. Es encarcelada, despojada de su inocencia, azotada en público y desterrada de la ciudad.;TV-MA;Drama;2hr;https://pluto.tv/latam/on-demand/movies/609ae6e550ae750013ec4a5f/details
La forma de los sueños;Película basada en la vida y relaciones de la educadora, editora y periodista de principios del siglo XX Leonie Gilmour, madre del aclamado artista y arquitecto Isamu Noguchi;PG-13;Drama;1hr 42 min;https://pluto.tv/latam/on-demand/movies/62bc975bb2afff0013aab8bf/details
Serena;En la Carolina del Norte de los Años 20, el futuro del imperio maderero de George Pemberton se complica cuando se casa con Serena.;R;Romance;1hr 49 min;https://pluto.tv/latam/on-demand/movies/5e0a2bf7be8fa6764e877093/details
La Pontífice;Una mujer del siglo noveno de ascendencia inglesa y nacida en la ciudad alemana de Ingelheim se disfraza de hombre y asciende a través de las filas del Vaticano.;R;Drama;2hr 21 min;https://pluto.tv/latam/on-demand/movies/62fe9a4a20b977001eedd40d/details
Ritmo de un Sueño;La historia de DJay, un proxeneta cuyo ajetreo vendiendo a la sexy Nola lo deja preguntándose si este es su fin. Solo cuando se encuentra con su viejo compañero de la escuela, Key, encuentra una salida componiendo canciones.;R;Drama;1hr 56 min;https://pluto.tv/latam/on-demand/movies/62f523ee6df8ae001a027ece/details
Breaking Through: En el ritmo del corazón;Breaking Through muestra la historia de Kacy, una bailarina que sueña con la fama y ve su sueño hecho realidad con el éxito de sus videos en YouTube. Con el reconocimiento de su arte, podrá dejar su trabajo como vendedora en una tienda;TV-Y7;Drama;1hr 40 min;https://pluto.tv/latam/on-demand/movies/606e09d9f3fd5d001b811ebf/details
Preso en su memoria;Un hombre se despierta en su cama con amnesia después de haber sufrido un accidente automovilístico. Desde el primer instante su esposa se hace cargo de él, aunque este no recuerda nada de su vida con ella.;TV-MA;Drama;1hr 24 min;https://pluto.tv/latam/on-demand/movies/6141f43cbce9e900135a5cee/details
Eve's Bayou;Loius Bastiste, el médico local de la ciudad que trata muy bien a sus pacientes, es un padre cariñoso y un marido infiel.;R;Drama;1hr 48 min;https://pluto.tv/latam/on-demand/movies/65c51ae8a40ff70013eb47f7/details
La jugada maestra;Ambientado durante la Guerra Fría, el campeón de ajedrez norteamericano Bobby Fischer se encuentra atrapado entre dos superpotencias y sus propias luchas mientras desafía al Imperio Soviético.;PG-13;Drama;1hr 55 min;https://pluto.tv/latam/on-demand/movies/62ffb0b3362313001aaa7ad0/details
TAMING ANDREW;Cuando su hijo secuestrado finalmente regresa a casa después de cinco años, Ann Richter siente que sus oraciones han sido contestadas. Pero su pesadilla está lejos de terminar cuando se enfrenta con el trauma emocional y mental que su hijo ha sufrido.;R;Thriller;1hr 31 min;https://pluto.tv/latam/on-demand/movies/65cf7ca9794da50014d5027a/details
La Estafa;Clifford Irving vende la biografía falsa de Howard Hughes a una editorial a principios de los años setenta, lo que provoca un frenesí fantástico en los medios.;TV-MA;Drama;1hr 56 min;https://pluto.tv/latam/on-demand/movies/604b91d9b2b870001a05eed0/details
Trampa-22;La historia de un pequeño grupo de voladores en el Mediterráneo en 1944. Por separado y juntos, están nerviosos, asustados, a menudo soeces y a veces patéticos. Casi todos están un poco locos.;R;Drama;2hr 1 min;https://pluto.tv/latam/on-demand/movies/5e9e38f432e7e8001a1e7333/details
Ginger & Rosa;De la aclamada directora Sally Potter viene un elenco (Annette Bening, Christina Hendricks & Oliver Platt) que cuenta la historia dos mejores amigos (Elle Fanning & Alice Englert).;PG-13;Drama;1hr 30 min;https://pluto.tv/latam/on-demand/movies/65bba3e55884b40013de06cc/details
