title;description;rating;genre;duration;url
La Hummer y El Camaro Azul;El Canelo es un joven gatillero al servicio del cartel, su trabajo es muy sencillo, transportar grandes cantidades de dinero y cargas especiales del patrón y lo hace manejando un Camaro azul deportivo.;PG-13;Crime;1hr 29 min;https://pluto.tv/latam/on-demand/movies/621697bf15c86100136c342e/details
Las Toninas van al Este;Miguel Ángel recibe la visita de su hija Virginia, con quien ha estado distanciado por años. Miguel rechaza abiertamente la visita de Virginia, pero al enterarse de que va a ser abuelo no puede más que enternecerse y sumarse a la felicidad de su hija.;TV-14;Comedy;1hr 23 min;https://pluto.tv/latam/on-demand/movies/5e5d752f407e62001baa9464/details
Familia gang;Un alto funcionario del sistema judicial del país decide fingir la captura del Coyote, el narcotraficante mas peligroso de México.Para hacerlo, hace un pacto con la familia del quienes requieren con urgencia un doble del Coyote para el falso operativo.;TV-14;Comedy;1hr 25 min;https://pluto.tv/latam/on-demand/movies/60f096be0bb675001323d4b9/details
La Hija de Un Gallero;Un hacendado despide al capataz el cual le ha ayudado a ganar mucho dinero en las peleas de gallos y lo despide simplemente porque se enamora de su hija, el capataz regresa a jugar con el hacendado la fortuna que ha acumulado contra la mano de su hija.;PG-13;Crime;1hr 48 min;https://pluto.tv/latam/on-demand/movies/6230dc9f6b411b001374be21/details
La Voladora;La Voladora La vida da señales de corregir las cosas a su manera deformando el destino para fortuna de unos y desgracia de otros. La decisión tiene que ser tomada: Esperar a que las autoridades respondan o tomar la ley por sus manos.;R;Drama;1hr 30 min;https://pluto.tv/latam/on-demand/movies/65d4e30516305f00138eb081/details
El callejón de los milagros;Basada en la novela homónima del escritor egipcio y Premio Nobel Mahfuz. En pleno centro de la ciudad de México, se entrecruzan las vidas e historias de varios personajes.;TV-14;Drama;2hr 24 min;https://pluto.tv/latam/on-demand/movies/602141a0dc6117001bb33a5c/details
Bestezuelas;Cuando Fabio sale de la cárcel, su pareja desea que pase a hacerse cargo del canódromo de su tío, ya viejo y enfermo. Sin embargo, Fabio tiene enormes ansias de libertad y otros planes para su futuro.;TV-MA;Drama;1hr 33 min;https://pluto.tv/latam/on-demand/movies/5e584fa84f0d66001b120f78/details
Sed de Venganza;Un agente que trabajaba de encubierto en la mafia es descubierto y asesinado sin piedad, pero los mafiosos no contaban con las hijas del agente, dos jóvenes que a juzgar por su belleza nadie se imaginaria que están entrenadas para matar.;PG-13;Action & Adventure;1hr 30 min;https://pluto.tv/latam/on-demand/movies/6230c8ecd0f36a0013dcac1b/details
La Hermana Trinquete;Elena es una escurridiza ladrona y artista del disfraz. Al verse perseguida por la policía se disfraza de monja y decide refugiarse en un convento.;TV-PG;Comedy;1hr 30 min;https://pluto.tv/latam/on-demand/movies/5e5d76516d961a001a2a5d5f/details
Plan Sexenal;La fantasía de Mercedes se convierte en una pesadilla. El miedo más grande de Juan encarna en un hombre extraño que llega a su casa. Hay caos y anarquía en la ciudad, pero esta noche Mercedes es el objeto del deseo de los hombres y nada más importa.;TV-MA;Thriller;1hr 25 min;https://pluto.tv/latam/on-demand/movies/5e5d746b5c1e25001a2608bf/details
El ataúd del vampiro;Los ladrones de tumbas se topan con la tumba de un vampiro, que los convierte en zombies para cumplir su voluntad, que es acechar y capturar mujeres hermosas.;Horror;1hr 22 min;No hay deficiencias;https://pluto.tv/latam/on-demand/movies/61ba0ec6601198001329ec30/details
Venganza Brutal: Hombre Sin Ley;Lulu la hija de Celso y Evelia tiene un novio que anda en malos pasos involucrado en matanzas, asaltos y otros crímenes, Lulu no tiene ni la menor idea de la vida oculta de su novio pero el destino la pondrá frente a frente con la realidad.;PG-13;Action & Adventure;1hr 44 min;https://pluto.tv/latam/on-demand/movies/627124825bbb230014b7fe92/details
Quien Manda?;Álex y Natalie, dos individuos que en ninguna de sus relaciones románticas han llegado tener una en serio y que simplemente buscan divertirse sin compromisos más allá de tres meses, se enamoran. En esta batalla de sexos y egos, cualquier cosa puede pasar.;TV-14;Comedy;1hr 25 min;https://pluto.tv/latam/on-demand/movies/5e5d7a511d1911001ad35109/details
Los Cargadores;"Estos trabajadores metidos de cargadores, empezaron desde muy abajo, pero se fijaron una meta, aunque tardaron en alcanzarla, ya que algunas veces cuando terminaban con la obligacion, seguian con la ""devoción"" de decir ""salud"" y divertirse a su manera.";TV-MA;Comedy;1hr 31 min;https://pluto.tv/latam/on-demand/movies/60d49ab889632c0013eadb86/details
Los Fabulosos Má Mejores;Un equipo dominicano de béisbol infantil y su entrenador loco deben encontrar una manera de usar su encanto y habilidades para recaudar los fondos necesarios para competir en el primer Torneo de Béisbol de la Liga Pequeña y ganar el campeonato.;Comedy;1hr 21 min;No hay deficiencias;https://pluto.tv/latam/on-demand/movies/5e505195620c3ec5d3387834/details
Piernas De Oro;En una carrera de bicicletas, Clavillazo vence a Esteban quien siempre había sido el campeón municipal. El coronel García ordena que formen una cuarteta con Clavillazo. Esteban y otros, para correr en la vuelta al centro de la república.;TV-PG;Entertainment;1hr 32 min;https://pluto.tv/latam/on-demand/movies/669919018dfe2a0013ba597c/details
Hijos de la sal;En las salinas desiertas de Las Cumaraguas, la vida es tan dura como los minerales que extraen del agua. Cuando Evaristo muere, sus hijos se enfrentan a sus propios demonios, deseos y tradiciones de su ciudad en busca de un camino vigorizante.;Drama;1hr 43 min;No hay deficiencias;https://pluto.tv/latam/on-demand/movies/6075d6d68fe583001a4f541e/details
Quiero vivir mi vida;Ricardo Loria, es hijo de un importante empresario, quien tiene el sueño de convertirse en un gran arquitecto, pero por ordenes de su padre tiene que estudiar economia.;R;Drama;1hr 23 min;https://pluto.tv/latam/on-demand/movies/602fdbc1c9165e00145cc33d/details
Justicia Divina;Fernando un hombre de origen humilde se a enamorado de Camila la hija de Don Raymundo el narcotraficante mas temido del pueblo, quien contrata a un sicario para que acabe con la vida de Fernando sin saber el precio tan alto que tendrá que pagar por ello.;PG-13;Action & Adventure;1hr 51 min;https://pluto.tv/latam/on-demand/movies/628bae1b73a0a1001458ae74/details
El viaje de Steve;Un joven estadounidense llega a tierras muy lejanas llevado por sus ancestros. Él no sabe que tan poderosa puede ser una maldición hasta que un collar lo reúne con el amor y su destino inminente.;Action & Adventure;1hr 27 min;No hay deficiencias;https://pluto.tv/latam/on-demand/movies/6012336c74058a001a9c90eb/details
La Pócima;Una pareja tiene problemas en su relación, pues no tienen dinero, ni su familia, ni los bancos les pueden ayudar. La mala situación económica, provoca que la pareja busque la solución a sus problemas en el reclamo de un seguro de vida.;R;Thriller;1hr 6 min;https://pluto.tv/latam/on-demand/movies/5fad92612cdc95001a8e17ec/details
Secuestro Maldito;Fernando un hombre de origen humilde se enamoró de Camila, la hija de Don Raymundo, el narcotraficante más temido del pueblo, quien contrata a un sicario para que acabe con su vida pero tendrá que pagar por ello.;PG-13;Crime;1hr 51 min;https://pluto.tv/latam/on-demand/movies/621697cf15c86100136c379e/details
Los cuatro Juanes;Los cuatro famosos Juanes: Juan Colorado, Juan Sin Miedo, Juan Pistolas y Juan Charrasqueado pasan peligrosas aventuras para llevar un importante cargamento de armas y municiones desde Veracruz hasta un pueblo sitiado por las fuerzas del gobierno.;Action & Adventure;1hr 40 min;No hay deficiencias;https://pluto.tv/latam/on-demand/movies/61ba102f178ebd00137f5da6/details
Neruda;En 1971 el poeta chileno Pablo Neruda recibe el Premio Nobel de Literatura. Su discurso de aceptación del premio se convierte en un viaje en que recuerda una situación vivida en 1948, cuando es Senador de la República.;TV-Y;Drama;1hr 35 min;https://pluto.tv/latam/on-demand/movies/60dcc62be64aeb001346ce42/details
El Viejo del Sombrerón;Un personaje soñador, un concurso, un botín que atrae a un grupo de maleantes y una intensa persecución, serán los ingredientes de esta divertida comedia. El ingenio del Viejo del Sombrerón no tiene límites.;PG-13;Comedy;1hr 24 min;https://pluto.tv/latam/on-demand/movies/620bd4c3e17acd001398a1b7/details
El Ejecutor;El asesinato de un político por un gatillero solitario desencadena una lucha entre la justicia y el crimen organizado. Entre escenas violentas y de acción, un agente tendrá que demostrar que nadie podrá estar nunca por encima de la ley.;TV-MA;Action & Adventure;1hr 41 min;https://pluto.tv/latam/on-demand/movies/5e5d73336d961a001a2a5b60/details
El de la Hemi Blanca;Martin sufre un atentado de muerte y en los momentos de agonía clama por la ayuda de la virgencita a cambio de una importante donación de dinero a la gente pobre. Martin salva la vida per no cumple la manda prometida.;PG-13;Crime;1hr 35 min;https://pluto.tv/latam/on-demand/movies/628ba8809f694b00137ae454/details
La Virgen de la Caridad del Cobre;Es la historia de la Virgen de la Caridad del Cobre y los 3 Juanes. Así comienza a desarrollarse nuestra trama, con distintas apariciones y milagros realizadas por la Virgen, Patrona de Cuba.;PG;Faith and Spirituality;1hr 30 min;https://pluto.tv/latam/on-demand/movies/650c99b96930bb0013771d31/details
Infierno En La Carretera (Celemania);Infierno en la carretera es un intenso thriller que sigue la historia de un peligroso cargamento de materiales altamente inflamables y tóxicos que se encuentra en tránsito por una solitaria y calurosa carretera;PG-13;Crime;1hr 19 min;https://pluto.tv/latam/on-demand/movies/65d4eb7e9255690013920f24/details
El Pirata;En los juegos clandestinos la traición y la trampa se pagan con la muerte, así un jugador de altos niveles es apuñalado en el ojo, ahora todos tendrán que conocer la furia del “Pirata”.;PG-13;Action & Adventure;1hr 30 min;https://pluto.tv/latam/on-demand/movies/62b5de1acb0324001354b56c/details
Reto Sangriento;Un programa de televisión de caza fantasmas comienza a tener problemas a medida que los índices de audiencia de televisión comienzan a bajar. El dueño de la televisora obliga al equipo a buscar contenido fresco con realismo a costa de cualquier cosa.;PG-13;Horror;1hr 55 min;https://pluto.tv/latam/on-demand/movies/6230bf0a4f80a80014e9b159/details
Los fantasmas del D.A.S.;Dos funcionarios del DAS, empiezan a vivir una serie de acontecimientos paranormales. El fantasma de una misteriosa mujer se manifiesta para pedir ayuda. Ellos tendrán qué descubrir la historia que se oculta detrás de esta mujer.;R;Thriller;1hr 6 min;https://pluto.tv/latam/on-demand/movies/5fad925a2cdc95001a8e1762/details
Las Mafiosas;Unas mujeres y su tío auxilian a un hombre mal herido que fue balaceado, este hombre es hermano de Paco un mafioso poderoso. Unos días después fallese el hermano de Paco, y él les propone a las mujeres que trabajen para el en la mafia.;PG-13;Action & Adventure;1hr 35 min;https://pluto.tv/latam/on-demand/movies/6228d8dfffaf83001ad477fa/details
Cuando ella saltó;Un joven conoce a una mujer extraña en Buenos Aires.;TV-14;Drama;1hr 31 min;https://pluto.tv/latam/on-demand/movies/60dcc616e64aeb001346ccdc/details
Como te ves me vi;Una familia disfuncional, cuyos problemas se acentúan por la difícil relación entre un padre y su hijo adolescente que se está convirtiendo en un adulto y con el padre recordando su propia juventud.;TV-14;Drama;1hr 41 min;https://pluto.tv/latam/on-demand/movies/602141b6dc6117001bb33c9c/details
El espejo de la bruja;En el siglo XIX, en una lóbrega mansión frente a un espejo mágico, una bruja previene de muerte a una mujer.;PG-13;Horror;1hr 15 min;https://pluto.tv/latam/on-demand/movies/649b60649263a40013ea435a/details
Los Primos Rivales;Dos primos, los dos viven al lado del peligro, uno es policía el otro traficante... alguno de los dos tendrá que perder la batalla.;PG-13;Crime;1hr 34 min;https://pluto.tv/latam/on-demand/movies/621697c615c86100136c3554/details
El Destino Fatal;Esta es la trágica historia de un policía que está dispuesto a encontrar a un violento asesino, sin imaginar la gran sorpresa que le espera al descubrir la identidad del criminal que está persiguiendo.;PG-13;Crime;1hr 34 min;https://pluto.tv/latam/on-demand/movies/628ba9e3c5141100134ab887/details
Huellas;Cuenta la historia de Pedro, un hombre de cuarenta años que vive una vida normal con su esposa hasta que un día se vuelve loco y comienza a creer que tiene cinco años y se comporta como tal.;TV-PG;Drama;1hr 28 min;https://pluto.tv/latam/on-demand/movies/60f9d11b7afdca0013a099d4/details
Tlatelolco Verano del 68;Una historia de amor imposible entre dos estudiantes que vivieron el controvertido movimiento estudiantil mexicano de 1968.;R;Drama;1hr 46 min;https://pluto.tv/latam/on-demand/movies/5fb2bda78b78ef001aa2e9af/details
Antes que cante el gallo;Carmín, una adolescente, sueña con mudarse a la ciudad con su madre, pero sus deseos se desvanecen cuando se muda a los Estados Unidos con su nuevo esposo en un pueblo de Puerto Rico y su abuela.;Drama;1hr 37 min;No hay deficiencias;https://pluto.tv/latam/on-demand/movies/5ffcda8477c49a00131c70b1/details
El Pistolero;Esta es la historia de un ranchero que es reclutado para integrarse al cartel de Sinaloa. Al principio lo hace para llevar a cabo la venganza de su padre, pero después se ve rodeado de tanto poder y dinero, que ya no le es posible dejar el negocio.;PG-13;Crime;1hr 38 min;https://pluto.tv/latam/on-demand/movies/620bd4c0e17acd001398a119/details
Cara O Sello;Carlos Mendoza es un policía honesto. Cuando no acepta un soborno y encarcela a los culpables, despierta la ira de un narcotraficante local, que secuestra a su familia y lo hace elegir entre su familia, su carrera y su compañero.;Action & Adventure;1hr 15 min;No hay deficiencias;https://pluto.tv/latam/on-demand/movies/5e5050b6a3252fc50d51622e/details
Justi y cia;Justino es un ex minero que sobrevivió a un trágico accidente laboral que le costó la vida a siete de sus compañeros. Harto de la situación social, decide convertirse en un vigilante social.;Comedy;1hr 23 min;No hay deficiencias;https://pluto.tv/latam/on-demand/movies/61ba0ff791347f001336f761/details
Las Aventuras De Moriana;Después de un aviso de desalojo, Moriana, una madre con tres hijos, se adelanta a la vida y comienza un negocio de restaurante que no funciona.;Comedy;1hr 41 min;No hay deficiencias;https://pluto.tv/latam/on-demand/movies/5e5051802e9d88c5c13fed9f/details
Bárbara;Bárbara es la historia de un travesti, quien luego de ser echado del cabaret donde trabaja, decide robar un valioso maletín y escapar a la frontera para cruzar a EE.UU. Allí conoce a Sixto, un joven granjero que escapa de un capo de drogas.;Drama;1hr 45 min;No hay deficiencias;https://pluto.tv/latam/on-demand/movies/5e50508bbe56eec4e8a1cb2c/details
6 Impactos;El pulpo es un traficante de poca monta quien, ante la adversidad de ver a su pequeño hijo enfermo de un tumor cerebral, se ve en la necesidad de robar a su patrón para conseguir el dinero que necesita para la operación.;PG-13;Action & Adventure;1hr 35 min;https://pluto.tv/latam/on-demand/movies/625d9d4a025eb50013a40471/details
Dame tus  ojos;Abril y May son dos jóvenes que asesinan, decapitan y comen partes de sus víctimas. May busca venganza. Viajan de pueblo en pueblo buscando a alguien especial, matar, torturar y comer son su forma de encontrarlo.;R;Thriller;1hr 28 min;https://pluto.tv/latam/on-demand/movies/60943d3ed9b0ce0014e42ce2/details
Mafia Nueva;La historia de Luis, quien es un joven rebelde y atrevido quien después de enfrentarse a la policía a tiros, a su madre ya no le queda mas remedio que enviarlo a Sinaloa con su padre, quien es un poderoso capo;PG-13;Crime;1hr 32 min;https://pluto.tv/latam/on-demand/movies/65d4ea25925569001391fe8f/details
Zapatillas Ferragamo;La mafia tiene sus reajustes y han decidido poner fuera de circulación al jefe para quitarle el poder. Pero nadie cuenta con que su hermosa hija no dejara que nadie le arrebate lo que por derecho le corresponde.;PG-13;Action & Adventure;1hr 26 min;https://pluto.tv/latam/on-demand/movies/62713dd855812e0013e9fdb5/details
Infiltrado;Un agente que realizaba una investigación infiltrado en la mafia, es descubierto y ahora su vida corre peligro ya que su cabeza tiene precio así como la de la mujer que ama.;PG-13;Crime;1hr 45 min;https://pluto.tv/latam/on-demand/movies/620bd4c6e17acd001398a251/details
Erótika;Tres historias unidas por personajes en común que abren las puertas a la libertad sexual: El romance se ve en tres etapas distintas de la vida, a los 20, 30 y 40, en tres historias entrelazadas.;R;Drama;1hr 54 min;https://pluto.tv/latam/on-demand/movies/5fb2bd9a8b78ef001aa2e895/details
Cómprame un Revólver;En un México atemporal una niña se viste de una manera extraña para ocultar su género, usa una máscara de Hulk y ayuda a su atormentado padre a cuidar un campo de béisbol abandonado donde juegan traficantes de drogas.;R;Drama;1hr 24 min;https://pluto.tv/latam/on-demand/movies/6107ef8894cf330013d2b559/details
Texas Huele a Sangre;Un sheriff de Texas quiere poner orden en su condado, pero se enfrenta a un violento narcotraficante que intenta imponer su ley a toda costa lo que desatara una impresionante oleada de violencia y sangre.;PG-13;Crime;1hr 28 min;https://pluto.tv/latam/on-demand/movies/621697d915c86100136c39c1/details
Sindicato De Limosneros;Un grupo de limosneros han decidido formar su propio sindicato para defender sus derechos ante la sociedad egoísta que no da la suficiente ayuda. una divertida comedia que no te puedes perder.;PG-13;Comedy;1hr 31 min;https://pluto.tv/latam/on-demand/movies/65d4e46dea323e0013fe48c2/details
La Historia de Pedro y Pablo;Al quedar huérfanos Pedro y Pablo tendrán que separarse para que uno estudie para así tener una mejor vida, pedro nunca imagino que en su sacrificio perdería también a la mujer de su vida.;PG-13;Crime;2hr 7 min;https://pluto.tv/latam/on-demand/movies/62713def55812e0013ea00b2/details
La Araña Vampiro;Jerónimo tiene 20 años y está medicado con psicofármacos. Su padre piensa que unos días en un entorno natural pueden curarlo y decide llevarlo a una casa perdida en la montaña;PG-13;Drama;1hr 31 min;https://pluto.tv/latam/on-demand/movies/65d4e8a8925569001391f9e2/details
Fantasías;La historia de Brenda y Antonio, una pareja de clase media con dos hijos adolescentes y una vida sexual aburrida, en busca de nuevas experiencias;R;Drama;1hr 55 min;https://pluto.tv/latam/on-demand/movies/65d4e5d73d3e4500146c513f/details
Sapo;Narra la historia de Jeremías Gallardo, destacado periodista chileno que el 29 de Enero de 1985 cubre la ultima pena de muerte en Chile, ejecutada en la cárcel de Valparaíso.;TV-14;Drama;1hr 12 min;https://pluto.tv/latam/on-demand/movies/5faef619fd17cc001a011fdb/details
Relocos y Repasados;Luego de fumar su último porro veraniego, Elías encuentra un estuche que contiene cinco tipos distintos de drogas y decide juntarse con varias personas para hacer un experimento: que cada uno tome una droga distinta, a ver qué pasa.;Comedy;1hr 37 min;No hay deficiencias;https://pluto.tv/latam/on-demand/movies/5ffce1993cabde0013a1e6d7/details
Juan Polainas;El general metralla alista a un tartamudo, a un abonero arabe, a un enfermo del mal de san vito y al zapatero Juan y su hermano gemelo el sargento policarpio, quien se esconde en casa de un zapatero cuando el general quiere fusilarlo por cobarde.;TV-PG;Entertainment;1hr 23 min;https://pluto.tv/latam/on-demand/movies/66993ed67e51670013df4a8e/details
Fuerte, audaz y valiente;Ángel y Javier le sacan a la vida más de lo que ella les puede dar estafando a todo el que se les ponga enfrente, pero como a todos, les llegará la hora de pagar.;TV-PG;Comedy;1hr 32 min;https://pluto.tv/latam/on-demand/movies/649b5888fafd83001327794f/details
El Inocente;Un grupo de empresarios se dedican a negocios de bienes y raíces para tapar sus negocios chuecos del narcotráfico. La policía local anda pisándole los talones, pero no tienen pruebas para meterlos a la cárcel.;PG-13;Action & Adventure;1hr 27 min;https://pluto.tv/latam/on-demand/movies/6271491be26cc40014ab7e90/details
Pancho pistolas I;En un Jaripeo, el Charro Pancho dedica sus hazañas a su novia. Cerca del pueblo de La Presilla, unos hermanos codician las tierras de una tribu indígena.;R;Action & Adventure;1hr 23 min;https://pluto.tv/latam/on-demand/movies/5e566c604faf09001a38517f/details
De la Misma SangreThrillers;Un policía con gran integridad se ve envuelto en muchos problemas por culpa de su hermano quien trabaja para un poderoso narcotraficante y aunque trata de ocultar el parentesco con su hermano esto no es posible.;PG-13;Action & Adventure;1hr 32 min;https://pluto.tv/latam/on-demand/movies/628bd41a2485d8001431c911/details
El Ejecutor;Montana es un sicario al servicio del cartel, sus métodos son algo sanguinarios pero infalibles. Cuando la sobrina del capo es secuestrada por una banda de violentos gatilleros liderados por el Buitre un sanguinario asesino.;PG-13;Crime;1hr 41 min;https://pluto.tv/latam/on-demand/movies/621f82641990720013cb5a75/details
Secreto de amor;Carlos y Sofía se dejaron llevar por una pasión que al mismo tiempo les causaba dolor, pero para mantener viva la esperanza de continuar juntos tenían que esconder un secreto de amor.;Romance;1hr 27 min;No hay deficiencias;https://pluto.tv/latam/on-demand/movies/61eacb6712f2e7001abfdca8/details
Stolen Tango;La historia de las vidas paralelas de un marino traumatizado por la guerra y una prostituta argentina de lujo cuyos mundos chocan en la red clandestina del tráfico sexual.;TV-MA;Thriller;2hr;https://pluto.tv/latam/on-demand/movies/60dcc62ee64aeb001346ce78/details
Cada Oveja Con Su Pareja;"Leonor y Rosa son dos hermanas que se han dedicado a tratar de ganar los corazones de dos jóvenes charros Ángel y Pepe; es por ello que solicitan el apoyo del padrino de estos, don Manuel.";TV-PG;Comedy;1hr 27 min;https://pluto.tv/latam/on-demand/movies/6661d07cc0b6d50014e6487a/details
El Super Mandilon;El Supermandilon es un retrato hablado de todos los machos del mundo, que en su casa lava, plancha, barre y hace la comida antes de irse a trabajar, además tiene que soportar a la suegra que de todo le echa la culpa.;TV-MA;Comedy;1hr 23 min;https://pluto.tv/latam/on-demand/movies/60d49aa289632c0013eada08/details
El gran espectáculo;Cuando dos mexicanos conocen a una gitana rebelde que canta y baila, la convencen de viajar en busca de fama y fortuna.;PG;Comedy;1hr 19 min;https://pluto.tv/latam/on-demand/movies/649b4d2dc5ae35001383b01b/details
Yo Soy La Patrona;Ernesto el capo más buscado de la mafia muere en u trágico accidente, Regina sus esposa quien será desde ahora la nueva patrona del cartel.;PG-13;Action & Adventure;1hr 49 min;https://pluto.tv/latam/on-demand/movies/62704931725d09001495245e/details
Los Tiburones;Rosina cuenta los días que le quedan de vacaciones en un tranquilo pueblo vacacional. Decide seguir centrándose en su trabajo hasta que un día comienza a sentir una fuerte atracción hacia Joselo, su compañero de trabajo.;R;Drama;1hr 20 min;https://pluto.tv/latam/on-demand/movies/63d154d8662ef90014da4c9c/details
Un Amor De Película;Bernardo es un productor de cine al borde de la bancarrota que decide convencer erróneamente a un director de cine famoso para que haga una mala película para poder ganar mucho dinero. Laura, su novia y agente, se convierte en su musa y confiada.;Comedy;1hr 32 min;No hay deficiencias;https://pluto.tv/latam/on-demand/movies/60883703dfb0ed001b305a16/details
Tierra de Narcotraficantes;El comandante dedica tanto tiempo a su trabajo que descuida a su propia familia y su hijo crece sin el cariño y atención de un padre el niño al entrar a la adolescencia se va por el mal camino equivocado ingresando a la mafia.;PG-13;Action & Adventure;1hr 20 min;https://pluto.tv/latam/on-demand/movies/628fba866075b8001a9767f4/details
Las Aventuras De Pollo y Frijol;Dos amigos “El Pollo y El Frijol” salen huyendo por haber cometido el error de matar al hijo de un capo, ahora tendrán que empezar una nueva vida en un pueblo cercano. Se tendrán que hacer pasar por homosexuales para cuidar a la esposa del nuevo patrón.;PG-13;Action & Adventure;1hr 47 min;https://pluto.tv/latam/on-demand/movies/62714944e26cc40014ab80d9/details
Enemigos Íntimos;Observamos la historia de siete personas que son devoradas por una crisis emocional, física y social en una ciudad en ruinas.;R;Drama;1hr 35 min;https://pluto.tv/latam/on-demand/movies/60db72d818f85d00145bbc34/details
The Wall of Mexico;Una rica familia de origen mexicano y estadounidense decide construir un muro alrededor de su rancho para evitar que los lugareños cojan agua del pozo, que se rumorea tiene propiedades inusuales.;R;Drama;1hr 44 min;https://pluto.tv/latam/on-demand/movies/63f8ebaab3b9160013797b64/details
Gente Común;Este thriller de cine negro aborda temas de un México que no se ha quedado atrás en el mundo del hampa, donde los personajes se desgarran por el dominio de un círculo corrupto y sanguinario en el que el poder no es una parte, sino que lo es todo.;R;Crime;1hr 24 min;https://pluto.tv/latam/on-demand/movies/65d4e74803fa740013a73195/details
Recuperando a mi Ex;Francisco es un actor desempleado, atrapado por la fama de un personaje que interpretó años atrás. Al enterarse que Laura, su exesposa, se casará e irá al extranjero con Alicia, su hija, pone en marcha un ridículo plan.;G;Comedy;1hr 38 min;https://pluto.tv/latam/on-demand/movies/6107ef8594cf330013d2b51f/details
Los Santos Reyes;Los reyes, son tres hermanos que son encarcelados por el delito de robo, ellos planean su fuga. Ya libres, el trio va en busca de un botín que habían dejado oculto en el pueblo de matas verdes, donde se hacen pasar por médico, profesor y abogado.;TV-PG;Comedy;1hr 33 min;https://pluto.tv/latam/on-demand/movies/6679720cf868140013c84eaa/details
La isla de los pingüinos;Un grupo de estudiantes adolescentes decide tomar su colegio, convirtiéndose en el primer establecimiento privado en sumarse al estallido de las protestas estudiantiles más importantes de la historia reciente de Chile.;TV-Y;Drama;1hr 46 min;https://pluto.tv/latam/on-demand/movies/5fb29012924702001a460966/details
El Triunfo De Vivir;Rodrigo ha cumplido 12 años y su vida ha sido marcada por el dolor, accidentes y enfermedades. En una misteriosa fiesta reúne a 6 niños en su aventura por vencer enfermedades;TV-PG;Drama;1hr 34 min;https://pluto.tv/latam/on-demand/movies/65d6429a6ef49d0013b2acfa/details
Juan Colorado;El norteño Juan, se enamora de la machorra Silvia, pero, su padre la quiere casar con un tal Rafael, el cual por celos y envidia, se une al padre de Silvia, para acabar con Juan. Ella al darse cuenta de lo que sucede, se viste como Juan para salvarlo.;TV-14;Drama;1hr 27 min;https://pluto.tv/latam/on-demand/movies/5e60515d72552200144511b1/details
Er relajo der loro;50 años de historia venezolana vistos a través de los ojos de un loro. Su vida quedó marcada cuando se vendió a los traficantes de animales cuando era solo una paloma.;Comedy;1hr 29 min;No hay deficiencias;https://pluto.tv/latam/on-demand/movies/60883723dffcc4001a9a62e9/details
Las Niñas Bien;En medio de casas de lujo, autos Grand Marquis y música de Julio Iglesias, Yuri y Menudo, Sofia (Ilse Salas) y un grupo de mujeres viven los devenires del clasismo, las buenas costumbres y las crisis económicas.;PG-13;Comedy;1hr 39 min;https://pluto.tv/latam/on-demand/movies/610d95983ef27200134ddb5d/details
La duquesa Tepetate;Con el fin de librarse de una deuda económica, un joven acepta contraer matrimonio con una muchacha, que a su vez sólo podrá recibir su herencia si se casa.Por miedo a ser estafadas, la madre de la joven finge ser quien necesita casarse.;R;Comedy;1hr 36 min;https://pluto.tv/latam/on-demand/movies/5e566c644faf09001a3851f3/details
Rosa Chumbe;Rosa Chumbe es una mujer policía que verá interrumpida su rutina, cuando su hija de dieciocho años le robe sus pocos ahorros y se vaya de la casa dejando abandonado a su hijo. Este incidente marcará un antes y un después en la vida de Rosa;PG-13;Drama;1hr 13 min;https://pluto.tv/latam/on-demand/movies/65d4efaa038f370013b20db1/details
En las Garras de la bestia;En Tijuana la vida puede ser difícil para algunas personas, una mujer decide dejar su tierra natal después de ser acosada por un vecino e intentara llegar a los Estados Unidos en busca de una nueva vida.;PG-13;Thriller;2hr 2 min;https://pluto.tv/latam/on-demand/movies/625d9d52025eb50013a40501/details
Crimen en Tijuana;Mandan a matar a un político en Tijuana por orden de un narcotraficante y al ser descubierto se van para la sierra.;PG-13;Thriller;1hr 39 min;https://pluto.tv/latam/on-demand/movies/62290481a9acf6001a9348f1/details
El Abogado del Diablo;Cesar y su tío Marco quieren vengar la muerte del padre de Cesar, causada por los hijos del abogado Jorge Moncada por órdenes de el mismo para quedarse con todos sus bienes. El abogado les pone una trampa a Los Ramírez para que los encierren en la cárcel.;PG-13;Action & Adventure;1hr 50 min;https://pluto.tv/latam/on-demand/movies/62290327fae1dd001a6811e0/details
Gente Violenta 4;Un incidente lleva a Carlos Bravo a trabajar como guardaespaldas y mano derecha de un poderoso hombre llamado David, sin imaginar que esto lo acercaría a su pasado y a quien fuera su más acérrimo enemigo.;PG-13;Crime;1hr 27 min;https://pluto.tv/latam/on-demand/movies/621697c315c86100136c3500/details
Andrea y Lorenzo;Andrea es una periodista, pero siente que su vida es estática. Lorenzo, un compañero y amante del pasado, se ha transformado en un rockstar famoso y enseñará a Andrea sobre el amor, vida, y como ser fiel a sí misma.;Comedy;1hr 34 min;No hay deficiencias;https://pluto.tv/latam/on-demand/movies/5e5050706faf17c4d64dd909/details
Mofles y Canek: Máscara vs. Cabellera;"El Mofles tiene una nueva aventura, ahora acompañado por su ídolo el famoso luchador ""Canek"". Aquí tendrá que decidir entre traicionar a su amigo o perder a su novia, la cual lo esta utilizando para atacar a ""Canek"".";TV-MA;Comedy;1hr 23 min;https://pluto.tv/latam/on-demand/movies/60d49a9789632c0013ead976/details
