serie;episode;episode_description;season
Un lugar en el mundo;Tiempo de amistad;Julio es un neurólogo de prestigio que, tras la muerte de su hijo, decide dejarlo todo para instalarse en un pequeño pueblo y abrir un hotel rural.;1
Un lugar en el mundo;Somos novios;Julio es un neurólogo de prestigio que, tras la muerte de su hijo, decide dejarlo todo para instalarse en un pequeño pueblo y abrir un hotel rural.;1
Un lugar en el mundo;Problemas de pareja;Julio es un neurólogo de prestigio que, tras la muerte de su hijo, decide dejarlo todo para instalarse en un pequeño pueblo y abrir un hotel rural.;1
Un lugar en el mundo;Segunda oportunidad;Julio es un neurólogo de prestigio que, tras la muerte de su hijo, decide dejarlo todo para instalarse en un pequeño pueblo y abrir un hotel rural.;1
Un lugar en el mundo;La huída;Julio es un neurólogo de prestigio que, tras la muerte de su hijo, decide dejarlo todo para instalarse en un pequeño pueblo y abrir un hotel rural.;1
Un lugar en el mundo;Dos estrellas;Julio es un neurólogo de prestigio que, tras la muerte de su hijo, decide dejarlo todo para instalarse en un pequeño pueblo y abrir un hotel rural.;1
Un lugar en el mundo;De principio a fin;Julio es un neurólogo de prestigio que, tras la muerte de su hijo, decide dejarlo todo para instalarse en un pequeño pueblo y abrir un hotel rural.;1
Un lugar en el mundo;Temporada alta;Julio es un neurólogo de prestigio que, tras la muerte de su hijo, decide dejarlo todo para instalarse en un pequeño pueblo y abrir un hotel rural.;1
Un lugar en el mundo;Un pequeño secreto;Julio es un neurólogo de prestigio que, tras la muerte de su hijo, decide dejarlo todo para instalarse en un pequeño pueblo y abrir un hotel rural.;1
Un lugar en el mundo;Vuelta a empezar;Julio es un neurólogo de prestigio que, tras la muerte de su hijo, decide dejarlo todo para instalarse en un pequeño pueblo y abrir un hotel rural.;1
Un lugar en el mundo;El regreso;Julio es un neurólogo de prestigio que, tras la muerte de su hijo, decide dejarlo todo para instalarse en un pequeño pueblo y abrir un hotel rural.;1
Un lugar en el mundo;Futuro incierto;Julio es un neurólogo de prestigio que, tras la muerte de su hijo, decide dejarlo todo para instalarse en un pequeño pueblo y abrir un hotel rural.;1
Sins of the City;Pecados de la Ciudad;Después de que una operación secreta sale mal y su aventura con la esposa de un compañero de trabajo es descubierta, Vince renuncia a la fuerza policial y se vuelve un detective privado.;1
Sins of the City;Violando la ley;Un policía corrupto es el objetivo de un cartel de prostitución internacional.;1
Sins of the City;Lobo entre las ovejas;Vince ayuda a un sacerdote a tratar con un extorsionista.;1
Sins of the City;Honor Entre Ladrones;Vince termina siendo amigo de un ladrón por el cual fue contratado en atrapar.;1
Sins of the City;Poder de los Santos;Vince es contratado para proteger la joven hija de un contratista rico.;1
Sins of the City;Ojo Ciego para Contratar;Vince rastrea a una modelo perdida.;1
Sins of the City;Cantera;Un asaltante misterioso va tras el trío.;1
Sins of the City;Lo Que El Amor Me Enseñó;Vince se da cuenta que la infidelidad matrimonial de una mujer puede ser un intento de salvar la carrera de su esposo.;1
Sins of the City;Quieres saber un secreto?;Vince ayuda a una socialité a localizar a su hija desaparecida.;1
Sins of the City;Malas Noticias;Una joven planea matar a las personas que mataron a sus padres.;1
Sins of the City;El Negocio Dolido;Una boxeadora ayuda a Vince a derrotar a un luchador ganador quien atacó a uno de sus amigos.;1
Sins of the City;Los Dientes del Tiburón;Vince se encuentra entre una mujer cuyo esposo está perdido y un desarrollador de tierras sin escrúpulos.;1
Sins of the City;Que Siga la Fiesta;Vince investiga el mundo subterráneo ilegal de las fiestas adolescentes cuando una joven es violada, luego parece estar perdida.;1
Supernova;Episodio 1;El ganador del Globo de Oro Peter Fonda protagoniza esta mini serie de ciencia ficción distópica. Un astrofísico determina que el sol está listo para explotar y que el final de la civilización es una posibilidad real.;1
Supernova;Episodio 2;El ganador del Globo de Oro Peter Fonda protagoniza esta mini serie de ciencia ficción distópica. Un astrofísico determina que el sol está listo para explotar y que el final de la civilización es una posibilidad real.;1
The Lost Room;La llave;El detective Joe Miller investiga un caso que involucra a dos hombres que fueron hallados calcinados en una casa de empeño, relacionado con una llave misteriosa y un trato que salió mal.;1
The Lost Room;El reloj;Después de recibir la llave, Joe descubre que, al igual que ella, hay cerca de cien objetos con poderes sobrenaturales y una conexión a una oculta habitación de motel.;1
The Lost Room;El peine;Joe Miller está prófugo después de ser incriminado por el asesinato de su compañero. Une fuerzas con Jennifer Bloom, miembro de la Legión, para encontrar el Objeto que lo ayude a encontrar a su hija, Anna.;1
The Lost Room;El estuche;En el camino se enteran del misterioso pasado de la Habitación. Martin Ruber busca un objeto para hacerse miembro de la Orden de la Reunificación.;1
The Lost Room;El ojo;En la noche final y culminante de The Lost Room, Joe usa todos sus recursos y alianzas en su misión para encontrar el Objeto Principal y salvar a su hija.;1
The Lost Room;El huésped;Kreutzfeld, Jennifer, Wally y la Comadreja hacen su parte, y uno de ellos finalmente traiciona a Joe y pone en marcha una cadena de eventos que podría acabar catastróficamente con el mundo tal como lo conocemos.;1
Relic Hunter;Cuenco de Buda;Sídney y Nigel se dirigen a Nepal para recuperar el legendario cuenco de limosnas rebosante de Buda para los aldeanos que están construyendo un santuario al Buda original.;1
Relic Hunter;La Monja sin Cabeza;Cuando el avión de Sídney se estrella, un grupo de monjas le pide que encuentre la cabeza de otra monja que fue decapitada hace varios siglos.;1
Relic Hunter;Pistola Humeante;Sydney e Nigel procuram a arma incrustada de diamantes de Al Capone a mando de um homem que espera que isso vá livrar seu avô de um assassinato pelo qual ele foi acusado.;1
Relic Hunter;Affaire de Coeur;Sídney y Nigel van a Escocia para encontrar el segundo anillo del par de Twining Rings de Calum y Elena.;1
Relic Hunter;Muchas gracias;Sídney y Nigel van a Alemania para encontrar una guitarra perdida de Elvis Presley.;1
Relic Hunter;Transformación;Sídney, Nigel y Derek Lloyd van a la jungla peruana a buscar los rollos de Paracelso que contienen la fórmula para convertir el plomo en oro.;1
Relic Hunter;Día de la Bandera;Sídney y Nigel se dirigen a Larivee, California, para encontrar la Bandera del Oso de los Pioneros.;1
Relic Hunter;Novia del Emperador;Sídney y Nigel están en Moose Bay, Alaska, en busca del sarcófago de jade blanco de una emperatriz china. Sídney se encuentra con otros cazadores de reliquias Dallas Carter y Kurt Reiner.;1
Relic Hunter;Diamante en Bruto;Sídney, Nigel y el cazador de reliquias rival Kurt Reiner intentan encontrar el guante de béisbol perdido de Jimmy Jonesboro.;1
Relic Hunter;Nueve Vidas;Todos los que roban una estatua que representa a la diosa gato egipcia Mafdet mueren. Ahora, la estatua ha desaparecido y Sídney y Nigel tienen la tarea de recuperarla.;1
Relic Hunter;El Libro del Amor;Sídney y Nigel están en Milán, Italia, para buscar el Libro del Amor perdido de Casanova.;1
Relic Hunter;Mito del Laberinto;Sídney, Nigel y Claudia visitan Atenas, Grecia, para buscar en el laberinto del Minotauro el legendario hilo dorado.;1
Relic Hunter;El Más Allá y la Muerte;Sídney y Nigel están en El Cairo, Egipto y luego en Amsterdam. Deben vencer al cazador de reliquias rival Avery Ko hasta conseguir el diamante del faraón Thutmose antes de que sea cortado y vendido.;1
Relic Hunter;Grabado en Piedra;Sídney, Nigel y Stewie Harper se dirigen a Estocolmo, Suecia, para encontrar la piedra rúnica del rey Jann I de Noruega.;1
Relic Hunter;El caso de la Corona Irlandesa;Sídney y Nigel se dirigen a Dublín, Irlanda, en busca de la corona perdida del último rey de Irlanda.;1
Relic Hunter;Un acto de magia;Acompañando a Max el mago, Sídney y Nigel viajan a Atlantic City, Nueva Jersey en busca del cetro real perdido y supuestamente maldito de Hungría.;1
Relic Hunter;Carta de Amor;Sídney y Nigel van a Francia para buscar los votos matrimoniales perdidos de Josephine Pontoise y Guy de Bourdin, lo que probaría que su heredero es el legítimo propietario de St. Agnes Sur-Loire.;1
Relic Hunter;Una buena cosecha;Sídney y Nigel viajan a Francia para encontrar las piedras perdidas de la Corona de María Antonieta.;1
Relic Hunter;Nada Más que la Verdad;Sídney y Nigel se reencuentran con Stewie Harper en la búsqueda del Cáliz de la Verdad en Francia.;1
Relic Hunter;El Último Caballero;Sídney y Nigel van a París, Francia, tras la Espada de Jacques de Molay, Gran Maestro de los Caballeros Templarios. La cazadora de reliquias rival Rita Rosellini también quieren la espada.;1
Relic Hunter;Poseídos;Sídney y Nigel están en Bruselas, Bélgica, en busca del sagrado reloj de sol de Zeus para detener a los vampiros.;1
Relic Hunter;Recuerdos del Sagrado Corazón;Sídney y Nigel se dirigen a París, Francia, para encontrar un relicario robado, para que puedan limpiar de los cargos a la abuela muerta de Sídney.;1
Relic Hunter;La devolución;Kuba, África 100 d.C.: Los adoradores de Woote maldicen a su ídolo para protegerlo. 2000: Ross Crawford llega a Sídney, porque tomó el ídolo y la maldición aceleró su envejecimiento.;2
Relic Hunter;La leyenda del pueblo perdido;Sídney y Nigel se propusieron averiguar si la leyenda de la civilización perdida en Nueva Guinea es realmente cierta. Desafortunadamente, tienen que formar equipo con Derek Lloyd.;2
Relic Hunter;Daga de la Muerte;India, 500 d.C.: Se utiliza una daga preciosa en los sacrificios humanos a la diosa Kali. Sídney debe devolver una reliquia a la India para su compañero cazador, quien cree que la daga lo hizo matar a su asistente.;2
Relic Hunter;Último de los Mochicas;En la búsqueda de una reliquia de protección de los indios mochica sudamericanos, Nigel y sus colegas son capturados por guerrilleros locales. Depende de Sídney y su aliado Jason Clark salvarlos.;2
Relic Hunter;Tierra Fértil;Sídney se reúne con su novia de la escuela secundaria para localizar a un ídolo de la fertilidad hawaiano en Madagascar.;2
Relic Hunter;El acertijo gitano;Sídney recibe una baraja de cartas del Tarot raras de su amigo recientemente fallecido. El Buitre infame y no mencionado anteriormente estaba tras él. Sídney pide ayuda a Claudia.;2
Relic Hunter;Tres ríos;Según los monjes locales, la famosa Emperatriz de Jade está escondida en el valle que se inundará cuando las compuertas de la presa Three Rivers tenga su gran inauguración.;2
Relic Hunter;Contacto Perdido;Sídney, Nigel y el empresario multimillonario Rod Thorson se lanzan en paracaídas hacia la jungla de Myanmar para rescatar a un equipo de caza de reliquias contratado por Thorson para localizar un antiguo cuenco de sacrificio.;2
Relic Hunter;Cruz de Vudú;Cuando dos estudiantes graduados que siguen el rastro de la Cruz Haitiana de Utu desaparecen en Nueva Orleans, Sídney y Nigel bajan al pantano para encontrarlos.;2
Relic Hunter;Vacaciones en Roma;Sídney y Nigel están de viaje, así que Claudia decide ayudar al amigo de Sídney, Roger, a encontrar la armadura de Julio César, pero la caza de reliquias no es su talento.;2
Relic Hunter;La Cosa del Carrete;"Trabajando como consultores para una película de aventuras de arqueología, Sídney y Nigel se dan cuenta de que los ""accesorios"" del faraón Amun II son reliquias genuinas que se pensaban perdidas durante mucho tiempo. Pero, ¿Cómo puede ser?";2
Relic Hunter;Fuera del Pasado;Claudia descubre que fue la sirvienta de Cleopatra en una vida pasada cuando experimenta un deja vu mientras mira un catálogo de una exposición de reliquias del Antiguo Egipto.;2
Relic Hunter;Ojos de Toklamanee;Sídney y su alumno Adam están en los legendarios Ojos de Toklamanee de sus antepasados, pero son perseguidos por misteriosos pistoleros.;2
Relic Hunter;Ejecutar Sídney Run;Sídney y Nigel son emboscados en Rusia. Dos semanas más tarde, Sídney se despierta en la casa de un hombre llamado Tsarlov, que afirma haberla salvado.;2
Relic Hunter;Desaparecido en Combate;Sídney es secuestrada, pero ¿quién fue? Nigel, Claudia y Cate tendrán que revisar la lista de enemigos que Sídney ha creado en el pasado y deducir cuál de ellos es el responsable. Las escenas en retrospectiva se inician.;2
Relic Hunter;No Vayas al Bosque;El amigo de Sídney telefonea para informarle que ha descubierto información sobre el Golden Hawk de Maribor, perdido desde 1711. Sídney y Nigel viajan a Lubjanka para encontrarse con él, pero él ya se ha ido.;2
Relic Hunter;Conexión Francés;Durante una gira de conferencias con Nigel en Europa, el MI5 se comunica con Sídney porque es la única que puede evitar un inminente asesinato de alto nivel.;2
